diggCount,createTimeISO,hashtags_0_name,hashtags_0_title,hashtags_1_name,hashtags_1_title,hashtags_2_name,hashtags_2_title,hashtags_3_name,hashtags_3_title,hashtags_4_name,hashtags_4_title,hashtags_5_name,hashtags_5_title,hashtags_6_name,hashtags_6_title,hashtags_7_name,hashtags_7_title,hashtags_8_name,hashtags_8_title,hashtags_9_name,hashtags_9_title,hashtags_10_name,hashtags_10_title,hashtags_11_name,hashtags_11_title,hashtags_12_name,hashtags_12_title,hashtags_13_name,hashtags_13_title,hashtags_14_name,hashtags_14_title,hashtags_15_name,hashtags_15_title,hashtags_16_name,hashtags_16_title,hashtags_17_name,hashtags_17_title,hashtags_18_name,hashtags_18_title,hashtags_19_name,hashtags_19_title,hashtags_20_name,hashtags_20_title,hashtags_21_name,hashtags_21_title,hashtags_22_name,hashtags_22_title,hashtags_23_name,hashtags_23_title,hashtags_24_name,hashtags_24_title,hashtags_25_name,hashtags_25_title,hashtags_26_name,hashtags_26_title,hashtags_27_name,hashtags_27_title,hashtags_28_name,hashtags_28_title,hashtags_29_name,hashtags_29_title,hashtags_30_name,hashtags_30_title,hashtags_31_name,hashtags_31_title,hashtags_32_name,hashtags_32_title,hashtags_33_name,hashtags_33_title,hashtags_34_name,hashtags_34_title,hashtags_35_name,hashtags_35_title,hashtags_36_name,hashtags_36_title,hashtags_37_name,hashtags_37_title,hashtags_38_name,hashtags_38_title,hashtags_39_name,hashtags_39_title,hashtags_40_name,hashtags_40_title,hashtags_41_name,hashtags_41_title,hashtags_42_name,hashtags_42_title,hashtags_43_name,hashtags_43_title,hashtags_44_name,hashtags_44_title,hashtags_45_name,hashtags_45_title,hashtags_46_name,hashtags_47_name,hashtags_47_title,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,videoMeta_duration
384,2024-07-11T01:18:22.000Z,loquetiranenusa,,todogratis,,recolecta,,viralvideo,,loquetiranlosmillonariosalabasura,,martinezguzman36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,sonido original,gratis,18300000000,231
384,2022-03-11T19:12:22.000Z,mirador,,ambato,,ecuador,,night,,fypシ,,paz,,mentalhealth,"At TikTok, while we value creative expression, our foremost priority is keeping users safe. If you or someone you know is going through a difficult time and needs assistance, please contact local law enforcement or the Suicide Hotline immediately (https://www.tiktok.com/safety/suicide-self-harm/). If you encounter content on TikTok that is concerning, please report the content to bring it to our attention.",magictrick,,love,Spread the #Love this Valentine's Day ❤️.,netflix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,false,false,Can I Call You Tonight?,ambato,4600000000,15
383800,2024-01-15T22:19:30.000Z,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,ecuador,,ecuador🇪🇨,,paratii,,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,foryou,,viralvideo,,guayaquil,,fyp,,xyzbca,Asla bir sonraki hamleni bilmelerine izin verme! 👀,fypシ゚viral,,fypage,,100k,,paratiii,,parati,,ftypシ,,machala,,guaranda,,guaranda_ecuador_bolivar🇪🇨🇵🇾,,mundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,sonido original,guayaquil,36900000000,35
38300,2024-06-15T15:48:58.000Z,,,quito,,uio,,planesenquito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,false,false,original sound,quito,36100000000,20
38300,2024-05-23T11:00:31.000Z,amarégesto,,ninho,,publi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,true,false,AMAR É UM GESTO,publi,33700000000,52
3825,2023-06-07T18:11:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,false,false,Ella Baila Sola,ofertas,14200000000,15
382,2024-07-10T23:01:35.000Z,faranduleroluis,,nadiamejia,,missuniversoecuador,,ecuador,,guayaquil,,missecuador,,missuniverso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,sonido original,guayaquil,36900000000,187
381900,2024-01-31T02:38:51.000Z,cd,,cds,,cdcollection,,compactdisc,,cherrypie,,warrant,,warrantband,,uncletomscabin,,spotify,,spotifyads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,false,false,original sound,ad,525800000000,13
381700,2024-06-02T00:18:59.000Z,descriçãodalmagem,,natura,,sãojoão2024,,campinagrande,,belezanatural,,tradição,,festajunina,Quem aqui já se preparou para as festas juninas?  💁,publi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,true,false,som original,publi,33700000000,29
381,2024-07-10T21:20:44.000Z,,,,,latam,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,barberia,,futbolistas,,ecuador,,cuenca,,depcuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,false,false,Funny Song,cuenca,11700000000,28
3809,2023-11-09T02:22:18.000Z,tiendadebebe,,todosebebe,,mundobebe,,tiendadebebe,,estacion,,chile,,mayor,,detalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,false,false,Holiday,ofertas,14200000000,20
380700,2024-03-21T01:05:38.000Z,claudiasamano,,claudiasamanomakeup,,foryou,,fyp,,mexicali,,tienda,,vlog,share with us your daily life and your most special moments! We wanna see your best original vlogs !!!,parati,,lonche,,cocina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,original sound,tienda,9700000000,213
380400,2024-06-26T19:44:28.000Z,roytwins,,lasgemelasdelfree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,sonido original,free,68200000000,17
3804,2024-07-10T21:23:53.000Z,boanoite,,boanoitecomdeus,,mensagemdeboanoite,,noiteabençoada,,deusefiel,,gratidao,,fé,,mensagensdefe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,som original,gratis,18300000000,61
38000,2024-05-09T13:02:05.000Z,concejalalbertopantoja,,santodomingodelostsachilas,,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,Epic Legend,santodomingoecuador,1700000000,79
38,2024-07-11T01:48:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,sonido original,comerciales,789600000,59
38,2024-07-10T02:55:50.000Z,promo2024,,jacintocollahuazo,,otavalo_imbabura_ecuador🇪🇨,,colegio,,❤,,promo2023_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,false,false,sonido original,promoecuador,748100,10
3798,2022-04-22T17:59:39.000Z,تصميمي💔🥀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,false,false,الصوت الأصلي,loja,8300000000,17
37800,2024-05-27T20:37:15.000Z,machala200,,machalalagranciudad,,machalabicentenario,,dariomacasalcalde,,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",machalavivedelamusica,,,,ecuador🇪🇨,,machala,,colorada27,,viralbaby,,❤,,daletulike🔥,,comenta😘😘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,sonido original,machala,3600000000,106
376900,2024-03-23T04:52:21.000Z,thisislocalhero,,kabirfaisal443,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",ajairapublic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,original sound,local,6900000000,19
374200,2024-02-15T15:41:17.000Z,pobrelk,,skinsvibexitado,,freefire,,skinsparaduo,,combinaçõespara4v4,,outfitff,,skinspara2x2,,skinsgratis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,som original,gratis,18300000000,28
374100,2024-04-10T07:18:51.000Z,funkylocals,,psy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,오리지널 사운드 - funkylocals,local,6900000000,35
374100,2024-07-04T19:15:15.000Z,demon,,explosion,,increible,,demon,,explosion,,increible,,parati,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",foryou,,foryou,,gratis,,tatsumaki,,suiryu,,tanjiro,,parati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,sonido original,gratis,18300000000,21
37400,2024-02-21T03:08:19.000Z,fyp,,parati,,yfpシ,,tendencias,,tiktok,,fypシ,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tik,,viralvideo,,tendencia,,fun,,youtube,,experimentosocial,,ayuda,,amor,,tinder,,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,false,false,sonido original,publicidad,59000000000,250
37300,2024-03-09T02:01:19.000Z,tiktok,,chile,,comercial,,publicidad,,soprole,,manjarate,,2012,,like,,comentan,,duo,Use our Duet feature because two is always better than one,pegar,"Muéstranos las mejores entrevistas, usando la función #pegar Para utilizar pegar tienes que ir a Compartir &gt; Pegar &gt; Seleccionar (Máx. 5 seg) y comienza a grabar tu video.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,false,false,sonido original,comercial,3100000000,31
373,2023-05-23T00:43:47.000Z,nike,Find your favourite feel with Nike bras and leggings.,airjordan1,,aftereffects,,aprendavfx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,som original,anuncio,1900000000,22
373,2023-05-23T00:43:47.000Z,nike,Find your favourite feel with Nike bras and leggings.,airjordan1,,aftereffects,,aprendavfx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,som original,comerciales,789600000,22
3727,2024-07-10T19:20:16.000Z,freefire,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,garenafreefire,,freefireindiaofficial,,foryou,,india,Hi India!!!😘😘😘,montage,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",beesto_freefire🌸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,original sound,free,68200000000,13
37200,2024-06-26T17:44:04.000Z,fypシ,,ecuador,,latri,,fy,,fypシ゚viral,,tiktok,,colombia,,mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,pasiónrexona,,conmebolcopaamérica2024tm,,foryou,,futbol,Rueda el balón por las canchas del mundo y los amantes del #futbol somos felices. ⚽ ❤️🤩 Celebremos este momento y llenemos TikTok con los mejores videos 😏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,sonido original,,,9
371700,2024-04-20T04:39:42.000Z,thisislocalhero,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",kabirfaisal443,,ajairapublic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,original sound,local,6900000000,26
371700,2024-04-14T23:23:24.000Z,gaming,"Stock up on extra lives, because we're celebrating the #Gaming community. Show us what you're playing, where you play, and your top recommendations!",gamingmemes,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,false,false,original sound,local,6900000000,13
371600,2024-06-05T01:33:36.000Z,fypシ,,tiktok,,fy,,fypシ゚viral,,fyp,,ecuador,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,foryou,,futbol,Rueda el balón por las canchas del mundo y los amantes del #futbol somos felices. ⚽ ❤️🤩 Celebremos este momento y llenemos TikTok con los mejores videos 😏,independientedelvalle,,experienciaidv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,false,false,sonido original,ecuador,195300000000,21
371400,2024-03-04T23:38:25.000Z,fyp,,doshuevosmas,,xd,,disney,,disneychanel,,caricaturas,,anuncios,,infancia,,recuerdos,Usa este hashtag para compartir como suenan tus mejores recuerdos,diversion,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,sonido original,anuncio,1900000000,56
371400,2024-06-18T21:07:00.000Z,maquillaje,Show us your #Maquilaje,makeup,"From everyday looks to all out glamour, show us your makeup skills 💄",gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,false,false,"Theme from ""A Summer Place""",tienda,9700000000,13
3714,2024-07-06T00:29:49.000Z,machala,,tienda,,centrocomercial,,comercio,,ec,,ecuador,,megamaxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,sonido original,machala,3600000000,25
371100,2024-03-19T11:03:39.000Z,,,fypシ,,ramadhan,,putrasiregar,,giveaway,,iphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,false,false,suara asli - PSTORE,gratis,18300000000,44
3711,2024-07-10T22:13:52.000Z,freemauritanie🇲🇷🕊️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,son original,free,68200000000,54
370300,2020-10-14T23:42:49.000Z,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,false,false,original sound,ecuador,195300000000,14
37000,2024-01-30T13:54:12.000Z,curioso,,omnivisión,,ecuador,,santodomingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,sonido original,santodomingoecuador,1700000000,11
37,2024-07-10T22:24:08.000Z,parati,,contenido,,vural,,jsjsjs,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,santodomingo,,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,sonido original,santodomingoecuador,1700000000,9
37,2024-07-10T18:16:26.000Z,machala,,envio,,extensiones,,cabello,,pórtete,,cuenca,,vestido,,shein,,malla,,cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,false,false,Leonigga,machala,3600000000,18
37,2024-07-11T01:30:47.000Z,cuenca,,ecuador,,bosch,,taladro,,,,tip,,carpinteria,,madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,false,false,sonido original,cuenca,11700000000,60
368300,2023-09-18T02:04:17.000Z,parati,,viralvideo,,ecuador,,sigueme❤️,,libredeser,"¡celebra tu orgullo con TikTok, #LibreDeSer! descubre la inspiración que necesitas rumbo a la marcha de la CDMX https://bit.ly/3WJpq7e",viraltiktok,,2023,Hello 2023!,vivefelizvivegenial,,tena,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,santodomingoecuador,,viviralmaxi,,bonita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,sonido original,santodomingoecuador,1700000000,12
36800,2024-06-14T12:08:02.000Z,gauth,,gauthpartner,,ai,,schoolhack,,,,ad,,publi,,matemática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,true,false,som original,publi,33700000000,56
36800,2024-02-19T22:10:17.000Z,AU-D,,audi,,airealrespirar,,reguetonromantico,,music,,ecuador,,🇪🇨,,quito,,guayaquil,,santodomingoecuador,,❤️,,💔,,🏳️‍🌈,,🌈,,fyp,,fypシ,,fypシ゚viral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,false,false,sonido original,santodomingoecuador,1700000000,28
366600,2023-11-24T16:08:57.000Z,,,sedaprebioticos,,publi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publi,true,false,som original,publi,33700000000,76
36600,2024-07-05T00:00:53.000Z,kenny,,boukipromo,,mizik,,mizikayisyen,,haitiantiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promo,false,false,son original,promo,32100000000,36
36600,2024-04-15T11:08:22.000Z,lasmegaofertas,,laminasdemarmol,,marmol,,decoracion,¡Momento de cambiar tu hogar! Sube los mejores tips de #decoracion 🏠 🖌 ⚒️,hogar,,cocina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,true,false,sonido original - lasmegaofertas,ofertas,14200000000,21
364500,2024-04-25T20:54:53.000Z,foryou,,fyp,,psa,,psas,,publicserviceannouncement,,advertisment,,publicinformation,,publicinformationfilms,,scarypsa,,disturbingpsa,,commercial,,scarycommercial,,foryoupage,,xyzbca,Asla bir sonraki hamleni bilmelerine izin verme! 👀,netherlands,🇳🇱 Hi Netherlands🇳🇱,thenetherlands,,fireworks,"Baby, you are the firework!!! Try to create the most beautiful musical by combinging a great song with a firework video.",fireworksafety,,firesafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,original sound,anuncio,1900000000,21
364500,2024-04-25T20:54:53.000Z,foryou,,fyp,,psa,,psas,,publicserviceannouncement,,advertisment,,publicinformation,,publicinformationfilms,,scarypsa,,disturbingpsa,,commercial,,scarycommercial,,foryoupage,,xyzbca,Asla bir sonraki hamleni bilmelerine izin verme! 👀,netherlands,🇳🇱 Hi Netherlands🇳🇱,thenetherlands,,fireworks,"Baby, you are the firework!!! Try to create the most beautiful musical by combinging a great song with a firework video.",fireworksafety,,firesafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,original sound,comerciales,789600000,21
36400,2024-06-22T20:14:22.000Z,copaamerica,See the best moments from the CONMEBOL Copa América on TikTok! ⚽️🌟,ecuador🇪🇨❤️,,venezolanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] [feat. Jennifer Lopez & Claudia Leitte],,,30
364,2024-07-11T00:38:32.000Z,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,parati,,freefire,,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,fypシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,false,false,sonido original,free,68200000000,154
363600,2023-05-08T12:05:20.000Z,highschool,,capcutedit,,capcut,"CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut. Start creating your cool videos today: https://capcut.onelink.me/XKqI/228cad85",cinematography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,false,false,Obituary,ad,525800000000,22
3633,2023-11-03T02:34:32.000Z,,,drpepper,,homemadecommercial,,videography,,editor,,freelance,,drpepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,false,false,original sound,comerciales,789600000,30
36300,2024-03-09T19:22:37.000Z,mixta,,delfin,,anuncios,,españa2008,,2008,,parati,,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anuncio,false,false,sonido original,anuncio,1900000000,20
363,2024-07-10T23:33:48.000Z,pourtoi,,tiktoksenegal,,foryou,,fyp,,senegalaise_tik_tok,,pourtoii,,diodioglowskin,,tiktoksenegalais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promo,false,false,son original,promo,32100000000,42
36200,2022-11-21T04:16:30.000Z,fypシ,,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,sonido original,,,17
362,2024-07-11T01:26:28.000Z,activalaseguridad,,supermamaalrescate,,publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,false,false,sonido original,publicidad,59000000000,46
361400,2024-03-13T04:11:13.000Z,fyp,,paratii,,ecuador🇪🇨,,fypシ,,ecuador,,fyyyyyyyyyyyyyyyyp,,Viral,,trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,sonido original,,,14
3611,2024-07-02T02:07:19.000Z,guayaquil,,Viral,,fiestasjulianas,,tiktok,,ecuador,,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,Guayaquileño,guayaquil,36900000000,19
36100,2024-05-15T01:57:30.000Z,puerta,,puertas,,puertadebaño,,vidriotemplado,,cabina,,gye,,guayaquil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,false,false,Get You Some,guayaquil,36900000000,8
